trial,sc,dc,latency
68,4,7,1365
69,4,7,1974
70,4,7,1365
71,4,7,1491
72,4,7,1365
73,4,7,1470
74,4,7,2037
75,4,7,1386
76,4,7,1974
77,4,7,1533
78,4,7,1428
79,4,7,1407
80,4,7,1365
81,4,7,1554
82,4,7,1764
83,4,7,1386
84,4,7,1680
85,4,7,1785
86,4,7,1386
87,4,7,1785
88,4,7,1365
89,4,7,1365
90,4,7,1365
91,4,7,1827
92,4,7,1470
93,4,7,1596
94,4,7,1386
95,4,7,1911
96,4,7,1386
97,4,7,2016
98,4,7,1785
99,4,7,1365
0,4,8,2457
1,4,8,2436
2,4,8,2247
3,4,8,2856
4,4,8,2184
5,4,8,2205
6,4,8,2604
7,4,8,2751
8,4,8,2352
9,4,8,2751
10,4,8,2814
11,4,8,2205
12,4,8,2226
13,4,8,2688
14,4,8,2478
15,4,8,2247
16,4,8,2310
17,4,8,2604
18,4,8,2541
19,4,8,2268
20,4,8,2289
21,4,8,2226
22,4,8,2226
23,4,8,2436
24,4,8,2247
25,4,8,2562
26,4,8,2184
27,4,8,2247
28,4,8,2205
29,4,8,2205
30,4,8,2394
31,4,8,2562
32,4,8,2205
33,4,8,2835
34,4,8,2352
35,4,8,2247
36,4,8,2205
37,4,8,2562
38,4,8,2205
39,4,8,2331
40,4,8,2772
41,4,8,2247
42,4,8,2541
43,4,8,2310
44,4,8,2184
45,4,8,2877
46,4,8,2457
47,4,8,2184
48,4,8,2205
49,4,8,2835
50,4,8,2205
51,4,8,2184
52,4,8,2730
53,4,8,2520
54,4,8,2184
55,4,8,2226
56,4,8,2268
57,4,8,2646
58,4,8,2835
59,4,8,2205
60,4,8,2205
61,4,8,2478
62,4,8,2226
63,4,8,2184
64,4,8,2457
65,4,8,2520
66,4,8,2898
67,4,8,2205
68,4,8,2247
69,4,8,2751
70,4,8,2478
71,4,8,2310
72,4,8,2814
73,4,8,2184
74,4,8,2688
75,4,8,2205
76,4,8,2205
77,4,8,2184
78,4,8,2478
79,4,8,2730
80,4,8,2604
81,4,8,2205
82,4,8,2877
83,4,8,2562
84,4,8,2814
85,4,8,2415
86,4,8,2856
87,4,8,2226
88,4,8,2394
89,4,8,2205
90,4,8,2184
91,4,8,2205
92,4,8,2814
93,4,8,2541
94,4,8,2856
95,4,8,2205
96,4,8,2667
97,4,8,2751
98,4,8,2646
99,4,8,2205
0,4,9,1491
1,4,9,2331
2,4,9,1890
3,4,9,2394
4,4,9,1911
5,4,9,2142
6,4,9,1974
7,4,9,1974
8,4,9,2121
9,4,9,1890
10,4,9,1911
11,4,9,2268
12,4,9,1890
13,4,9,1890
14,4,9,1911
15,4,9,2121
16,4,9,2142
17,4,9,2247
18,4,9,2016
19,4,9,1953
20,4,9,1890
21,4,9,1911
22,4,9,1890
23,4,9,1953
24,4,9,2436
25,4,9,2394
26,4,9,1932
27,4,9,1890
28,4,9,2205
29,4,9,2436
30,4,9,1953
31,4,9,1953
32,4,9,1932
33,4,9,1974
34,4,9,1911
35,4,9,2121
36,4,9,1953
37,4,9,2310
38,4,9,1911
39,4,9,1953
40,4,9,2289
41,4,9,1890
42,4,9,1890
43,4,9,1890
44,4,9,1890
45,4,9,1974
46,4,9,1932
47,4,9,2205
48,4,9,1953
49,4,9,2058
50,4,9,2100
51,4,9,2373
52,4,9,1890
53,4,9,1890
54,4,9,1890
55,4,9,1890
56,4,9,1953
57,4,9,2058
58,4,9,1932
59,4,9,2436
60,4,9,2373
61,4,9,2163
62,4,9,1953
63,4,9,1890
64,4,9,1974
65,4,9,2583
66,4,9,2184
67,4,9,2058
68,4,9,1911
69,4,9,2352
70,4,9,2415
71,4,9,1890
72,4,9,1911
73,4,9,1953
74,4,9,2457
75,4,9,1932
76,4,9,2100
77,4,9,2142
78,4,9,1890
79,4,9,1911
80,4,9,2058
81,4,9,2436
82,4,9,1890
83,4,9,2016
84,4,9,1911
85,4,9,1932
86,4,9,2268
87,4,9,1974
88,4,9,1911
89,4,9,2436
90,4,9,2541
91,4,9,1932
92,4,9,2268
93,4,9,2520
94,4,9,2352
95,4,9,2520
96,4,9,1953
97,4,9,1953
98,4,9,2037
99,4,9,1932
0,4,10,1008
1,4,10,1659
2,4,10,1890
3,4,10,1386
4,4,10,1386
5,4,10,2058
6,4,10,1848
7,4,10,1470
8,4,10,1512
9,4,10,1575
10,4,10,1386
11,4,10,1848
12,4,10,1890
13,4,10,1386
14,4,10,1995
15,4,10,1680
16,4,10,1596
17,4,10,1890
18,4,10,1722
19,4,10,1386
20,4,10,1449
21,4,10,1827
22,4,10,1701
23,4,10,1743
24,4,10,1554
25,4,10,1785
26,4,10,2037
27,4,10,1386
28,4,10,1533
29,4,10,1386
30,4,10,1428
31,4,10,1365
32,4,10,1617
33,4,10,1806
34,4,10,1869
35,4,10,1386
36,4,10,1386
37,4,10,1533
38,4,10,1365
39,4,10,1743
40,4,10,1428
41,4,10,1890
42,4,10,1407
43,4,10,1407
44,4,10,1932
45,4,10,1764
46,4,10,1827
47,4,10,1638
48,4,10,1806
49,4,10,1449
50,4,10,1617
51,4,10,1533
52,4,10,1638
53,4,10,1554
54,4,10,1701
55,4,10,1974
56,4,10,1953
57,4,10,2037
58,4,10,1386
59,4,10,1911
60,4,10,1386
61,4,10,2037
62,4,10,1827
63,4,10,1386
64,4,10,1428
65,4,10,1953
66,4,10,1449
67,4,10,1596
68,4,10,1407
69,4,10,1449
70,4,10,1428
71,4,10,1386
72,4,10,1533
73,4,10,1365
74,4,10,1491
75,4,10,1596
76,4,10,1428
77,4,10,1386
78,4,10,1827
79,4,10,1365
80,4,10,1596
81,4,10,1554
82,4,10,1428
83,4,10,1722
84,4,10,1701
85,4,10,1365
86,4,10,1869
87,4,10,2016
88,4,10,1449
89,4,10,2037
90,4,10,1911
91,4,10,1386
92,4,10,1575
93,4,10,1449
94,4,10,1743
95,4,10,1449
96,4,10,1701
97,4,10,1890
98,4,10,1743
99,4,10,1386
0,4,11,1008
1,4,11,2037
2,4,11,1407
3,4,11,1953
4,4,11,1449
5,4,11,1428
6,4,11,1428
7,4,11,1722
8,4,11,1470
9,4,11,2016
10,4,11,1470
11,4,11,1575
12,4,11,1428
13,4,11,1428
14,4,11,2016
15,4,11,2163
16,4,11,1596
17,4,11,1470
18,4,11,1449
19,4,11,1428
20,4,11,1428
21,4,11,1407
22,4,11,1806
23,4,11,1995
24,4,11,1428
25,4,11,1869
26,4,11,1974
27,4,11,1680
28,4,11,1449
29,4,11,1470
30,4,11,1911
31,4,11,1407
32,4,11,1428
33,4,11,1428
34,4,11,1428
35,4,11,1428
36,4,11,1407
37,4,11,1407
38,4,11,1449
39,4,11,1449
40,4,11,1428
41,4,11,1449
42,4,11,1428
43,4,11,1911
44,4,11,1827
45,4,11,1470
46,4,11,1428
47,4,11,1470
48,4,11,1470
49,4,11,1428
50,4,11,1491
51,4,11,1659
52,4,11,1890
53,4,11,1428
54,4,11,1428
55,4,11,1995
56,4,11,1407
57,4,11,1638
58,4,11,1428
59,4,11,2121
60,4,11,2058
61,4,11,1911
62,4,11,1428
63,4,11,1407
64,4,11,1722
65,4,11,1428
66,4,11,2079
67,4,11,1491
68,4,11,1470
69,4,11,1428
70,4,11,1428
71,4,11,1407
72,4,11,1428
73,4,11,1407
74,4,11,1428
75,4,11,2100
76,4,11,1785
77,4,11,1428
78,4,11,1932
79,4,11,1848
80,4,11,2100
81,4,11,1449
82,4,11,1449
83,4,11,2016
84,4,11,1428
85,4,11,1491
86,4,11,1617
87,4,11,1428
88,4,11,1596
89,4,11,1470
90,4,11,1974
91,4,11,1995
92,4,11,1449
93,4,11,1974
94,4,11,1428
95,4,11,1680
96,4,11,1470
97,4,11,1911
98,4,11,1428
99,4,11,1764
0,4,12,987
1,4,12,1386
2,4,12,1365
3,4,12,1995
4,4,12,1869
5,4,12,1323
6,4,12,1386
7,4,12,1491
8,4,12,1470
9,4,12,1365
10,4,12,1344
11,4,12,1638
12,4,12,1575
13,4,12,1869
14,4,12,1323
15,4,12,1932
16,4,12,1575
17,4,12,1386
18,4,12,1470
19,4,12,1659
20,4,12,1596
21,4,12,1701
22,4,12,1428
23,4,12,1869
24,4,12,1911
25,4,12,1365
26,4,12,1554
27,4,12,1827
28,4,12,1323
29,4,12,1596
30,4,12,1911
31,4,12,1365
32,4,12,1491
33,4,12,1470
34,4,12,1785
35,4,12,1596
36,4,12,1386
37,4,12,1638
38,4,12,1911
39,4,12,1323
40,4,12,1911
41,4,12,1890
42,4,12,1344
43,4,12,1932
44,4,12,1575
45,4,12,1491
46,4,12,1344
47,4,12,1323
48,4,12,1344
49,4,12,1638
50,4,12,1638
51,4,12,1323
52,4,12,1323
53,4,12,1638
54,4,12,1386
55,4,12,1323
56,4,12,1323
57,4,12,1512
58,4,12,1323
59,4,12,1827
60,4,12,1323
61,4,12,1323
62,4,12,1638
63,4,12,1827
64,4,12,1323
65,4,12,1449
66,4,12,1323
67,4,12,1449
68,4,12,1890
69,4,12,1323
70,4,12,1323
71,4,12,1680
72,4,12,1344
73,4,12,1638
74,4,12,1386
75,4,12,1323
76,4,12,2037
77,4,12,1743
78,4,12,2016
79,4,12,1827
80,4,12,1323
81,4,12,1575
82,4,12,1596
83,4,12,1764
84,4,12,1344
85,4,12,1659
86,4,12,1848
87,4,12,1806
88,4,12,1323
89,4,12,1743
90,4,12,1344
91,4,12,1365
92,4,12,1470
93,4,12,1323
94,4,12,1323
95,4,12,1365
96,4,12,1323
97,4,12,1323
98,4,12,1323
99,4,12,1407
0,4,13,1176
1,4,13,2415
2,4,13,2415
3,4,13,1932
4,4,13,2016
5,4,13,2604
6,4,13,1974
7,4,13,2205
8,4,13,2499
9,4,13,2037
10,4,13,2373
11,4,13,2016
12,4,13,1953
13,4,13,2667
14,4,13,2289
15,4,13,1995
16,4,13,1953
17,4,13,2058
18,4,13,2016
19,4,13,2541
20,4,13,2100
21,4,13,1953
22,4,13,2058
23,4,13,2100
24,4,13,2394
25,4,13,2037
26,4,13,1932
27,4,13,2268
28,4,13,1953
29,4,13,2373
30,4,13,1974
31,4,13,2226
32,4,13,1995
33,4,13,2583
34,4,13,2163
35,4,13,2079
36,4,13,1974
37,4,13,1974
38,4,13,1974
39,4,13,1974
40,4,13,1974
41,4,13,1953
42,4,13,2646
43,4,13,2541
44,4,13,2604
45,4,13,2625
46,4,13,2310
47,4,13,1932
48,4,13,1953
49,4,13,2205
50,4,13,2142
51,4,13,2205
52,4,13,1932
53,4,13,1953
54,4,13,2226
55,4,13,1974
56,4,13,1995
57,4,13,2016
58,4,13,1953
59,4,13,1974
60,4,13,2604
61,4,13,2625
62,4,13,2436
63,4,13,2520
64,4,13,2226
65,4,13,1974
66,4,13,2688
67,4,13,2604
68,4,13,1974
69,4,13,2016
70,4,13,2058
71,4,13,2205
72,4,13,2079
73,4,13,1995
74,4,13,2163
75,4,13,2184
76,4,13,2415
77,4,13,2058
78,4,13,1995
79,4,13,2100
80,4,13,2499
81,4,13,2184
82,4,13,1974
83,4,13,2646
84,4,13,2226
85,4,13,1932
86,4,13,2436
87,4,13,1932
88,4,13,2415
89,4,13,2436
90,4,13,2016
91,4,13,2373
92,4,13,2310
93,4,13,1932
94,4,13,2562
95,4,13,2478
96,4,13,2163
97,4,13,2394
98,4,13,1974
99,4,13,2352
0,4,14,1701
1,4,14,2121
2,4,14,1449
3,4,14,1974
4,4,14,1827
5,4,14,1470
6,4,14,1449
7,4,14,2058
8,4,14,1680
9,4,14,1449
10,4,14,2100
11,4,14,1659
12,4,14,1491
13,4,14,2142
14,4,14,2121
15,4,14,1932
16,4,14,2037
17,4,14,1449
18,4,14,1848
19,4,14,1428
20,4,14,1890
21,4,14,1470
22,4,14,1449
23,4,14,1512
24,4,14,1512
25,4,14,1491
26,4,14,1932
27,4,14,1428
28,4,14,1890
29,4,14,1449
30,4,14,2100
31,4,14,1491
32,4,14,1470
33,4,14,1575
34,4,14,1722
35,4,14,2058
36,4,14,1449
37,4,14,1449
38,4,14,1470
39,4,14,1428
40,4,14,1470
41,4,14,1911
42,4,14,1470
43,4,14,1470
44,4,14,1470
45,4,14,1449
46,4,14,1491
47,4,14,1659
48,4,14,1974
49,4,14,1449
50,4,14,1470
51,4,14,1953
52,4,14,1449
53,4,14,2121
54,4,14,1596
55,4,14,1680
56,4,14,1449
57,4,14,1449
58,4,14,1428
59,4,14,2121
60,4,14,1449
61,4,14,1722
62,4,14,1428
63,4,14,1449
64,4,14,2058
65,4,14,1512
66,4,14,1449
67,4,14,1449
68,4,14,2121
69,4,14,1890
70,4,14,1428
71,4,14,1722
72,4,14,1911
73,4,14,2016
74,4,14,1827
75,4,14,1428
76,4,14,1974
77,4,14,1428
78,4,14,1449
79,4,14,2016
80,4,14,1512
81,4,14,2121
82,4,14,1449
83,4,14,1869
84,4,14,1449
85,4,14,1890
86,4,14,2016
87,4,14,1554
88,4,14,2058
89,4,14,1491
90,4,14,1827
91,4,14,1470
92,4,14,1449
93,4,14,1974
94,4,14,1743
95,4,14,1890
96,4,14,1890
97,4,14,1659
98,4,14,1449
99,4,14,1428
0,4,15,1092
1,4,15,1512
2,4,15,1596
3,4,15,1491
4,4,15,1428
5,4,15,1449
6,4,15,1827
7,4,15,1449
8,4,15,1932
9,4,15,1449
10,4,15,1449
11,4,15,1449
12,4,15,1512
13,4,15,1785
14,4,15,1512
15,4,15,2142
16,4,15,1869
17,4,15,1449
18,4,15,2037
19,4,15,1449
20,4,15,1659
21,4,15,1533
22,4,15,1512
23,4,15,1512
24,4,15,1785
25,4,15,2037
26,4,15,1428
27,4,15,1638
28,4,15,2058
29,4,15,1449
30,4,15,1785
31,4,15,1638
32,4,15,2100
33,4,15,1764
34,4,15,1428
35,4,15,2100
36,4,15,1596
37,4,15,1470
38,4,15,1596
39,4,15,2016
40,4,15,1470
41,4,15,1449
42,4,15,1764
43,4,15,2121
44,4,15,1449
45,4,15,1806
46,4,15,1449
47,4,15,1743
48,4,15,1449
49,4,15,1449
50,4,15,1491
51,4,15,2100
52,4,15,1806
53,4,15,1428
54,4,15,1512
55,4,15,1428
56,4,15,1449
57,4,15,1617
58,4,15,1491
59,4,15,1575
60,4,15,1470
61,4,15,1827
62,4,15,1428
63,4,15,1428
64,4,15,1512
65,4,15,1449
66,4,15,1659
67,4,15,2121
68,4,15,2058
69,4,15,2079
70,4,15,1491
71,4,15,2058
72,4,15,1491
73,4,15,1995
74,4,15,1449
75,4,15,1617
76,4,15,1491
77,4,15,1449
78,4,15,1554
79,4,15,1554
80,4,15,2037
81,4,15,1848
82,4,15,1911
83,4,15,1743
84,4,15,1806
85,4,15,1470
86,4,15,1995
87,4,15,1449
88,4,15,2100
89,4,15,1428
90,4,15,1491
91,4,15,1848
92,4,15,1617
93,4,15,1491
94,4,15,1470
95,4,15,1449
96,4,15,1449
97,4,15,1596
98,4,15,1449
99,4,15,1449
0,5,0,2310
1,5,0,70140
2,5,0,70203
3,5,0,70077
4,5,0,70014
5,5,0,70056
6,5,0,70056
7,5,0,70077
8,5,0,70077
9,5,0,70056
10,5,0,70056
11,5,0,70056
12,5,0,70203
13,5,0,70077
14,5,0,70056
15,5,0,70056
16,5,0,71484
17,5,0,70056
18,5,0,70077
19,5,0,70056
20,5,0,70203
21,5,0,70056
22,5,0,70056
23,5,0,70056
24,5,0,70203
25,5,0,70014
26,5,0,70077
27,5,0,70266
28,5,0,70056
29,5,0,70056
30,5,0,70056
31,5,0,70056
32,5,0,70203
33,5,0,70056
34,5,0,70014
35,5,0,70203
36,5,0,70056
37,5,0,70056
38,5,0,70056
39,5,0,70203
40,5,0,70056
41,5,0,70056
42,5,0,70056
43,5,0,70203
44,5,0,70056
45,5,0,71631
46,5,0,70056
47,5,0,70056
48,5,0,70203
49,5,0,70056
50,5,0,70056
51,5,0,70203
52,5,0,70014
53,5,0,70077
54,5,0,70056
55,5,0,70056
56,5,0,70056
57,5,0,70014
58,5,0,70203
59,5,0,70056
60,5,0,70056
61,5,0,70056
62,5,0,70203
63,5,0,70056
64,5,0,70035
65,5,0,70056
66,5,0,70056
67,5,0,70014
68,5,0,70077
69,5,0,70203
70,5,0,70014
71,5,0,70245
72,5,0,70056
73,5,0,70056
74,5,0,71295
75,5,0,70035
76,5,0,70182
77,5,0,70035
78,5,0,70203
79,5,0,70056
80,5,0,70014
81,5,0,70077
82,5,0,70077
83,5,0,70056
84,5,0,70056
85,5,0,70056
86,5,0,70077
87,5,0,70056
88,5,0,70203
89,5,0,70014
90,5,0,70266
91,5,0,70056
92,5,0,70056
93,5,0,70014
94,5,0,70203
95,5,0,70182
96,5,0,70077
97,5,0,70203
98,5,0,70056
99,5,0,70203
0,5,1,1155
1,5,1,1743
2,5,1,1575
3,5,1,1596
4,5,1,1869
5,5,1,1995
6,5,1,2100
7,5,1,1575
8,5,1,2079
9,5,1,2037
10,5,1,2163
11,5,1,1785
12,5,1,1596
13,5,1,1848
14,5,1,2058
15,5,1,1617
16,5,1,1617
17,5,1,2121
18,5,1,1596
19,5,1,2184
20,5,1,1575
21,5,1,1932
22,5,1,1743
23,5,1,1596
24,5,1,2205
25,5,1,1596
26,5,1,2268
27,5,1,1575
28,5,1,1617
29,5,1,2205
30,5,1,2100
31,5,1,1659
32,5,1,1701
33,5,1,2226
34,5,1,1869
35,5,1,2100
36,5,1,2268
37,5,1,1722
38,5,1,1974
39,5,1,2037
40,5,1,1575
41,5,1,2205
42,5,1,1911
43,5,1,1848
44,5,1,1680
45,5,1,2205
46,5,1,1701
47,5,1,1575
48,5,1,1680
49,5,1,1953
50,5,1,1596
51,5,1,1575
52,5,1,2079
53,5,1,1953
54,5,1,1596
55,5,1,1575
56,5,1,1596
57,5,1,1785
58,5,1,2247
59,5,1,1596
60,5,1,1617
61,5,1,2142
62,5,1,1617
63,5,1,1575
64,5,1,1827
65,5,1,1596
66,5,1,2058
67,5,1,1617
68,5,1,1638
69,5,1,1596
70,5,1,1680
71,5,1,1575
72,5,1,1638
73,5,1,2184
74,5,1,1575
75,5,1,2142
76,5,1,1575
77,5,1,2268
78,5,1,1596
79,5,1,2037
80,5,1,1596
81,5,1,2121
82,5,1,2121
83,5,1,1575
84,5,1,2226
85,5,1,2184
86,5,1,1617
87,5,1,2205
88,5,1,2310
89,5,1,1596
90,5,1,1995
91,5,1,2226
92,5,1,1575
93,5,1,1575
94,5,1,1869
95,5,1,1764
96,5,1,1554
97,5,1,1932
98,5,1,1575
99,5,1,2247
0,5,2,735
1,5,2,1197
2,5,2,1638
3,5,2,1260
4,5,2,1554
5,5,2,1218
6,5,2,1365
7,5,2,1302
8,5,2,1764
9,5,2,1155
10,5,2,1176
11,5,2,1638
12,5,2,1722
13,5,2,1638
14,5,2,1596
15,5,2,1260
16,5,2,1680
17,5,2,1554
18,5,2,1218
19,5,2,1155
20,5,2,1218
21,5,2,1155
22,5,2,1218
23,5,2,1533
24,5,2,1806
25,5,2,1134
26,5,2,1449
27,5,2,1785
28,5,2,1176
29,5,2,1281
30,5,2,1512
31,5,2,1491
32,5,2,1155
33,5,2,1365
34,5,2,1155
35,5,2,1323
36,5,2,1512
37,5,2,1134
38,5,2,1155
39,5,2,1155
40,5,2,1134
41,5,2,1197
42,5,2,1344
43,5,2,1197
44,5,2,1134
45,5,2,1407
46,5,2,1407
47,5,2,1134
48,5,2,1134
49,5,2,1533
50,5,2,1134
51,5,2,1386
52,5,2,1722
53,5,2,1134
54,5,2,1596
55,5,2,1176
56,5,2,1155
57,5,2,1155
58,5,2,1155
59,5,2,1659
60,5,2,1764
61,5,2,1638
62,5,2,1218
63,5,2,1134
64,5,2,1827
65,5,2,1134
66,5,2,1155
67,5,2,1743
68,5,2,1134
69,5,2,1134
70,5,2,1281
71,5,2,1197
72,5,2,1155
73,5,2,1449
74,5,2,1470
75,5,2,1155
76,5,2,1197
77,5,2,1575
78,5,2,1176
79,5,2,1722
80,5,2,1176
81,5,2,1407
82,5,2,1176
83,5,2,1659
84,5,2,1134
85,5,2,1176
86,5,2,1197
87,5,2,1176
88,5,2,1134
89,5,2,1155
90,5,2,1155
91,5,2,1407
92,5,2,1176
93,5,2,1155
94,5,2,1407
95,5,2,1197
96,5,2,1176
97,5,2,1176
98,5,2,1260
99,5,2,1155
0,5,3,903
1,5,3,1218
2,5,3,1764
3,5,3,1491
4,5,3,1533
5,5,3,1785
6,5,3,1659
7,5,3,1239
8,5,3,1218
9,5,3,1176
10,5,3,1197
11,5,3,1239
12,5,3,1491
13,5,3,1197
14,5,3,1176
15,5,3,1197
16,5,3,1659
17,5,3,1827
18,5,3,1785
19,5,3,1197
20,5,3,1176
21,5,3,1197
22,5,3,1197
23,5,3,1197
24,5,3,1869
25,5,3,1239
26,5,3,1680
27,5,3,1197
28,5,3,1197
29,5,3,1449
30,5,3,1260
31,5,3,1176
32,5,3,1239
33,5,3,1218
34,5,3,1218
35,5,3,1470
36,5,3,1617
37,5,3,1218
38,5,3,1176
39,5,3,1260
40,5,3,1890
41,5,3,1848
42,5,3,1806
43,5,3,1176
44,5,3,1197
45,5,3,1197
46,5,3,1890
47,5,3,1827
48,5,3,1197
49,5,3,1533
50,5,3,1239
51,5,3,1239
52,5,3,1827
53,5,3,1659
54,5,3,1764
55,5,3,1176
56,5,3,1995
57,5,3,1869
58,5,3,1197
59,5,3,1869
60,5,3,1407
61,5,3,1512
62,5,3,1407
63,5,3,1722
64,5,3,1197
65,5,3,1848
66,5,3,1806
67,5,3,1218
68,5,3,1323
69,5,3,1890
70,5,3,2016
71,5,3,1848
72,5,3,1260
73,5,3,1197
74,5,3,1449
75,5,3,1197
76,5,3,1491
77,5,3,1554
78,5,3,1554
79,5,3,1197
80,5,3,1512
81,5,3,1470
82,5,3,1197
83,5,3,1575
84,5,3,1428
85,5,3,1176
86,5,3,1176
87,5,3,1680
88,5,3,1554
89,5,3,1197
90,5,3,1890
91,5,3,1218
92,5,3,1764
93,5,3,1197
94,5,3,1176
95,5,3,1197
96,5,3,1827
97,5,3,1617
98,5,3,1596
99,5,3,1218
0,5,4,756
1,5,4,1218
2,5,4,1827
3,5,4,1491
4,5,4,1323
5,5,4,1176
6,5,4,1176
7,5,4,1827
8,5,4,1197
9,5,4,1302
10,5,4,1533
11,5,4,1197
12,5,4,1197
13,5,4,1155
14,5,4,1197
15,5,4,1239
16,5,4,1239
17,5,4,1176
18,5,4,1428
19,5,4,1218
20,5,4,1218
21,5,4,1176
22,5,4,1806
23,5,4,1344
24,5,4,1155
25,5,4,1155
26,5,4,1197
27,5,4,1743
28,5,4,1176
29,5,4,1176
30,5,4,1197
31,5,4,1218
32,5,4,1176
33,5,4,1512
34,5,4,1407
35,5,4,1197
36,5,4,1218
37,5,4,1806
38,5,4,1176
39,5,4,1155
40,5,4,1218
41,5,4,1428
42,5,4,1176
43,5,4,1785
44,5,4,1722
45,5,4,1701
46,5,4,1449
47,5,4,1344
48,5,4,1743
49,5,4,1176
50,5,4,1302
51,5,4,1176
52,5,4,1701
53,5,4,1323
54,5,4,1323
55,5,4,1197
56,5,4,1197
57,5,4,1176
58,5,4,1386
59,5,4,1176
60,5,4,1281
61,5,4,1197
62,5,4,1176
63,5,4,1239
64,5,4,1638
65,5,4,1176
66,5,4,1869
67,5,4,1659
68,5,4,1722
69,5,4,1386
70,5,4,1176
71,5,4,1218
72,5,4,1554
73,5,4,1764
74,5,4,1596
75,5,4,1869
76,5,4,1743
77,5,4,1827
78,5,4,1197
79,5,4,1176
80,5,4,1743
81,5,4,1449
82,5,4,1176
83,5,4,1596
84,5,4,1470
85,5,4,1302
86,5,4,1407
87,5,4,1218
88,5,4,1491
89,5,4,1176
90,5,4,1176
91,5,4,1323
92,5,4,1302
93,5,4,1176
94,5,4,1176
95,5,4,1554
96,5,4,1197
97,5,4,1260
98,5,4,1239
99,5,4,1176
0,5,6,777
1,5,6,1701
2,5,6,1239
3,5,6,1260
4,5,6,1197
5,5,6,1890
6,5,6,1281
7,5,6,1890
8,5,6,1218
9,5,6,1218
10,5,6,1197
11,5,6,1554
12,5,6,1491
13,5,6,1197
14,5,6,1323
15,5,6,1197
16,5,6,1239
17,5,6,1680
18,5,6,1218
19,5,6,1512
20,5,6,1512
21,5,6,1680
22,5,6,1239
23,5,6,1449
24,5,6,1344
25,5,6,1218
26,5,6,1554
27,5,6,1218
28,5,6,1239
29,5,6,1197
30,5,6,1596
31,5,6,1491
32,5,6,1323
33,5,6,1260
34,5,6,1407
35,5,6,1260
36,5,6,1218
37,5,6,1197
38,5,6,1260
39,5,6,1302
40,5,6,1785
41,5,6,1239
42,5,6,1848
43,5,6,1281
44,5,6,1428
45,5,6,1323
46,5,6,1239
47,5,6,1197
48,5,6,1218
49,5,6,1680
50,5,6,1218
51,5,6,1239
52,5,6,1281
53,5,6,1218
54,5,6,1239
55,5,6,1218
56,5,6,1260
57,5,6,1827
58,5,6,1764
59,5,6,1218
60,5,6,1680
61,5,6,1218
62,5,6,1407
63,5,6,1197
64,5,6,1218
65,5,6,1218
66,5,6,1218
67,5,6,1512
68,5,6,1449
69,5,6,1575
70,5,6,1281
71,5,6,1218
72,5,6,1302
73,5,6,1449
74,5,6,1239
75,5,6,1491
76,5,6,1575
77,5,6,1218
78,5,6,1239
79,5,6,1617
80,5,6,1428
81,5,6,1281
82,5,6,1239
83,5,6,1260
84,5,6,1218
85,5,6,1302
86,5,6,1197
87,5,6,1680
88,5,6,1197
89,5,6,1260
90,5,6,1281
91,5,6,1239
92,5,6,1491
93,5,6,1197
94,5,6,1722
95,5,6,1407
96,5,6,1722
97,5,6,1197
98,5,6,1554
99,5,6,1764
0,5,7,798
1,5,7,1491
2,5,7,1218
3,5,7,1218
4,5,7,1407
5,5,7,1911
6,5,7,1260
7,5,7,1365
8,5,7,1890
9,5,7,1722
10,5,7,1491
11,5,7,1680
12,5,7,1365
13,5,7,1323
14,5,7,1218
15,5,7,1344
16,5,7,1218
17,5,7,1239
18,5,7,1617
19,5,7,1428
20,5,7,1869
21,5,7,1470
22,5,7,1218
23,5,7,1218
24,5,7,1533
25,5,7,1512
26,5,7,1197
27,5,7,1491
28,5,7,1344
29,5,7,1386
30,5,7,1197
31,5,7,1197
32,5,7,1281
33,5,7,1281
34,5,7,1806
35,5,7,1302
36,5,7,1470
37,5,7,1281
38,5,7,1260
39,5,7,1848
40,5,7,1617
41,5,7,1197
42,5,7,1218
43,5,7,1827
44,5,7,1197
45,5,7,1218
46,5,7,1848
47,5,7,1218
48,5,7,1785
49,5,7,1197
50,5,7,1638
51,5,7,1701
52,5,7,1239
53,5,7,1281
54,5,7,1407
55,5,7,1218
56,5,7,1533
57,5,7,1428
58,5,7,1743
59,5,7,1197
60,5,7,1722
61,5,7,1260
62,5,7,1659
63,5,7,1218
64,5,7,1218
65,5,7,1680
66,5,7,1281
67,5,7,1323
68,5,7,1554
69,5,7,1554
70,5,7,1407
71,5,7,1197
72,5,7,1491
73,5,7,1449
74,5,7,1239
75,5,7,1575
76,5,7,1239
77,5,7,1218
78,5,7,1386
79,5,7,1281
80,5,7,1218
81,5,7,1260
82,5,7,1701
83,5,7,1218
84,5,7,1197
85,5,7,1869
86,5,7,1470
87,5,7,1197
88,5,7,1197
89,5,7,1512
90,5,7,1617
91,5,7,1239
92,5,7,1260
93,5,7,1218
94,5,7,1407
95,5,7,1218
96,5,7,1659
97,5,7,1218
98,5,7,1764
99,5,7,1785
0,5,8,1701
1,5,8,2100
2,5,8,2751
3,5,8,2142
4,5,8,2352
5,5,8,2499
6,5,8,2184
7,5,8,2184
8,5,8,2121
9,5,8,2163
10,5,8,2562
11,5,8,2100
12,5,8,2604
13,5,8,2415
14,5,8,2142
15,5,8,2121
16,5,8,2121
17,5,8,2100
18,5,8,2310
19,5,8,2247
20,5,8,2121
21,5,8,2121
